# Constructed from biom file
#OTU ID	SRR15851693	SRR15851694	SRR15851695	SRR15851696	SRR15851697	SRR15851698	SRR15851699	SRR15851700	SRR15851701	SRR15851702	SRR15851703	SRR15851704	SRR15851705	SRR15851706	SRR15851707	SRR15851708	SRR15851709	SRR15851710	SRR15851711	SRR15851712
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus	0.0	0.0	0.0	0.0	0.0002630194634402946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0.0	0.0	0.0	0.0	0.0005260389268805891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015301048121796343
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004	0.0	0.0	0.009359823399558499	0.0	0.0241977906365071	0.0	0.0	0.008311923832552517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011740763932373199	0.004712886022572244	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.0	0.0	0.00017660044150110375	0.0	0.0010520778537611783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03787775194858471	0.0	0.0	0.013559850374064838	0.00469630557294928	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	0.0	0.010214007782101167	0.0016777041942604856	0.003931435760339676	0.0019726459758022093	0.0	0.0	0.0006045035514583648	0.0	0.003949100482667837	0.0	0.0	0.0	0.010118966224531655	0.0	0.0	0.0	0.003757044458359424	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus	0.0	0.0	0.0	0.0	0.0010520778537611783	0.0	0.0	0.0	0.0	0.012944273804300131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	0.0	0.0	0.0	0.0	0.0010520778537611783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007983719474013776	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	0.003413475808845355	0.0	0.0	0.0	0.023934771173066808	0.0	0.003381494005533354	0.00377814719661478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010790028525362769	0.0036722515492311225
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;__	0.007569011576135352	0.0022373540856031127	0.0	0.0	0.0013150973172014729	0.000748814377236043	0.002151859821703043	0.0033247695330210067	0.0012322352747884662	0.01075032909170689	0.0	0.0	0.0	0.0076575960618077395	0.0	0.0	0.006390274314214464	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	0.0	0.009600210415570753	0.0	0.0	0.0	0.0	0.0	0.0011846781624325392	0.0009925110529639988	0.0	0.0021878845890879258	0.0	0.0	0.0004675810473815461	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia	0.0026714158504007124	0.003696498054474708	0.004856512141280353	0.0	0.022093634928984744	0.0031616607038855147	0.01567783584383646	0.005138280187396101	0.0	0.0	0.0	0.0	0.0	0.0020511418022699304	0.0	0.0	0.034756857855361596	0.007983719474013776	0.0	0.003519241068013159
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus	0.0	0.0	0.0	0.0	0.000920568122041031	0.0009152175721773858	0.0013833384568090992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	0.032353814188186406	0.009143968871595331	0.01642384105960265	0.03286680295643969	0.0	0.015309093934603545	0.01029818628957885	0.036874716638960255	0.016429803663846217	0.027424308907415533	0.02527313413189417	0.003970044211855995	0.011949976841130153	0.01381102146861753	0.015173764072442487	0.023564463705308777	0.004052369077306733	0.017532874139010644	0.01351854148579933	0.003825262030449086
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	0.10967646185811813	0.0	0.0	0.03349583267809404	0.0	0.0	0.019059329849369814	0.10805500982318271	0.012650948821161587	0.01491882404563405	0.02856390680531789	0.0	0.004261232051875868	0.017229591139067413	0.009055310817425355	0.014761646803900325	0.0	0.0	0.14287486047376907	0.0003825262030449086
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003	0.0	0.0	0.004150110375275938	0.0	0.0	0.0	0.008453735013833385	0.0	0.0	0.0	0.0	0.01470720923937562	0.004631773969430292	0.0	0.017009300048947625	0.0	0.0	0.0	0.0	0.01384744855022569
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0003074085459575776	0.0	0.014868972315780826	0.0	0.0	0.0024361634936389065	0.004353867531264474	0.011896622453165596	0.0	0.001895991332611051	0.005143391521197007	0.0	0.017859357559221134	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.004155535767289997	0.006517509727626459	0.009536423841059603	0.0	0.0	0.006156918212829686	0.01567783584383646	0.0172283512165634	0.0015608313480653907	0.002193944712593243	0.0	0.003518902824145087	0.0035201482167670217	0.0	0.0034263338228095936	0.004333694474539545	0.006078553615960099	0.0	0.0044648393898052835	0.007267997857853263
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__	0.0	0.0	0.0	0.0	0.0	0.0023296447291788003	0.0003074085459575776	0.0	0.0	0.0	0.0	0.0004511413877109086	0.000555812876331635	0.0	0.0	0.0	0.0	0.0	0.0	0.00015301048121796343
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.03769664588898783	0.0	0.015187637969094923	0.0	0.0	0.006822530992595058	0.0001537042729787888	0.012392322804896478	0.0	0.0	0.0	0.0	0.0037980546549328392	0.0	0.02092511013215859	0.014626218851570965	0.04551122194513716	0.015654351909830933	0.0	0.00015301048121796343
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.011374116200430372	0.0	0.01125441550973466	0.0	0.0	0.010737165027519625	0.0	0.005332968685901818	0.0	0.0	0.0	0.0	0.0	0.011705301813174203
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	0.007272187592757494	0.0	0.0031788079470198675	0.0	0.0	0.0019968383392961146	0.007070396557024286	0.009218679159740064	0.0	0.0	0.0	0.0	0.0	0.016819362778613428	0.0	0.0	0.0014027431421446384	0.0	0.006077142502790524	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Vibrionimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.008453735013833385	0.0	0.0	0.0	0.0	0.0	0.0024085224641037517	0.0	0.0024473813020068525	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.03457999406352033	0.0	0.0	0.0	0.0	0.0	0.009068552105748539	0.0	0.0	0.0	0.0	0.000631597942795272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.0	0.0	0.023311258278145695	0.0	0.0	0.007820950162243115	0.005994466646172763	0.01632159588937585	0.004600345025876941	0.06428258007898201	0.011715150717388443	0.02409095010376252	0.014265863825845299	0.003145084096813893	0.0003671071953010279	0.0	0.0014027431421446384	0.014715090795241076	0.018975567406672455	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	0.003561887800534283	0.0	0.020132450331125828	0.0	0.0	0.0	0.005533353827236397	0.0016623847665105033	0.0	0.0	0.0	0.0	0.0	0.007384110488171749	0.0	0.0	0.0	0.0	0.0024804663276696017	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0427426536064114	0.0	0.0	0.0	0.0	0.0	0.012296341838303105	0.009369805047604655	0.0	0.01996489688459851	0.0	0.00577460976269963	0.0	0.0	0.0022026431718061676	0.0028439869989165764	0.0	0.0	0.008805655463227086	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	0.00964677945978035	0.007003891050583658	0.0	0.0	0.0	0.019885181795490474	0.03381494005533354	0.0	0.006571921465538487	0.0	0.0	0.011910132635567987	0.0	0.02119513195678928	0.0	0.016251354279523293	0.0017144638403990024	0.03428303068252974	0.0074413989830088055	0.001377094330961671
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group	0.01751261501929356	0.008073929961089495	0.008653421633554084	0.04466111023745872	0.0	0.012896247607954072	0.020135259760221333	0.028260541030678554	0.006407623428900024	0.007678806494076349	0.016190601553244702	0.018135883785978527	0.013710050949513664	0.0176398194995214	0.010034263338228096	0.01543878656554713	0.0	0.02551659361302442	0.033982388689073544	0.01774921582128376
